,seed,seed,accuracy,accuracy,sensitivity_recall,sensitivity_recall,specificity,specificity,precision,precision,f1,f1,auc_roc,auc_roc,auprc,auprc,mcc,mcc
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,,,,,,,
A,227.0,315.84094098137433,0.9454545454545455,0.010887247974126149,0.9616298811544992,0.018775777658335158,0.8958333333333334,0.025515518153991446,0.9660191005996752,0.0077303655979985165,0.9636958452653953,0.007538070531173166,0.9863699066213922,0.0021075871916030127,0.9954634702423786,0.0007158699720279855,0.854890990277476,0.027183454302525663
B,227.0,315.84094098137433,0.9562099871959028,0.002919783418947854,0.9755517826825126,0.005579516714823401,0.896875,0.01962650383480916,0.9667405649315391,0.0060156893792307955,0.9711014305034043,0.0019006095494915533,0.988286997736276,0.0018316884222349407,0.9958993744599608,0.0009073333467337938,0.8810982268063186,0.008261387160637021
